,collectionTokenId,value,trait_type
45545,37000621,All Paper Armadas,Paper Armada
45546,37000621,Type: Carrier,Paper Armada
45547,37000621,Angle: Rotated right,Paper Armada
45548,37000621,Palette: Nightlife,Paper Armada
45549,37000621,Crew size: 4,Paper Armada
45550,37000621,Base color: Black,Paper Armada
45551,37000621,Unit shape: Ship,Paper Armada
45552,37000621,Coordination: Good,Paper Armada
45553,37000621,Coloring strategy: Single,Paper Armada
45554,37000622,All Paper Armadas,Paper Armada
45555,37000622,Type: Trooper,Paper Armada
45556,37000622,Angle: Tilted right,Paper Armada
45557,37000622,Width: 14,Paper Armada
45558,37000622,Height: 16,Paper Armada
45559,37000622,Palette: Nowak,Paper Armada
45560,37000622,Base color: White,Paper Armada
45561,37000622,Unit shape: Ship,Paper Armada
45562,37000622,Coordination: Good,Paper Armada
45563,37000622,Coloring strategy: Single,Paper Armada
45564,37000623,All Paper Armadas,Paper Armada
45565,37000623,Type: Convoy,Paper Armada
45566,37000623,Angle: Tilted left,Paper Armada
45567,37000623,Palette: Revolucion,Paper Armada
45568,37000623,Base color: White,Paper Armada
45569,37000623,Unit shape: Ship,Paper Armada
45570,37000623,Coordination: Good,Paper Armada
45571,37000623,Coloring strategy: Group,Paper Armada
45572,37000624,All Paper Armadas,Paper Armada
45573,37000624,Type: Convoy,Paper Armada
45574,37000624,Angle: Tilted right,Paper Armada
45575,37000624,Palette: Mysore,Paper Armada
45576,37000624,Base color: White,Paper Armada
45577,37000624,Unit shape: Ship,Paper Armada
45578,37000624,Coordination: Good,Paper Armada
45579,37000624,Coloring strategy: Group,Paper Armada
45580,37000625,All Paper Armadas,Paper Armada
45581,37000625,Type: Trooper,Paper Armada
45582,37000625,Angle: Tilted left,Paper Armada
45583,37000625,Width: 12,Paper Armada
45584,37000625,Height: 22,Paper Armada
45585,37000625,Palette: Nightlife,Paper Armada
45586,37000625,Base color: Black,Paper Armada
45587,37000625,Unit shape: Ship,Paper Armada
45588,37000625,Coordination: Bad,Paper Armada
45589,37000625,Coloring strategy: Group,Paper Armada
45590,37000626,All Paper Armadas,Paper Armada
45591,37000626,Type: Trooper,Paper Armada
45592,37000626,Angle: Tilted right,Paper Armada
45593,37000626,Width: 12,Paper Armada
45594,37000626,Height: 20,Paper Armada
45595,37000626,Palette: Overgrown,Paper Armada
45596,37000626,Base color: Black,Paper Armada
45597,37000626,Unit shape: Ship,Paper Armada
45598,37000626,Coordination: Bad,Paper Armada
45599,37000626,Coloring strategy: Group,Paper Armada
45600,37000627,All Paper Armadas,Paper Armada
45601,37000627,Type: Trooper,Paper Armada
45602,37000627,Angle: Tilted left,Paper Armada
45603,37000627,Width: 14,Paper Armada
45604,37000627,Height: 16,Paper Armada
45605,37000627,Palette: Nowak,Paper Armada
45606,37000627,Base color: White,Paper Armada
45607,37000627,Unit shape: Ship,Paper Armada
45608,37000627,Coordination: Bad,Paper Armada
45609,37000627,Coloring strategy: Group,Paper Armada
45610,37000628,All Paper Armadas,Paper Armada
45611,37000628,Type: Carrier,Paper Armada
45612,37000628,Angle: Rotated right,Paper Armada
45613,37000628,Palette: Dayspring,Paper Armada
45614,37000628,Crew size: 3,Paper Armada
45615,37000628,Base color: White,Paper Armada
45616,37000628,Unit shape: Ship,Paper Armada
45617,37000628,Coordination: Bad,Paper Armada
45618,37000628,Coloring strategy: Main,Paper Armada
45619,37000629,All Paper Armadas,Paper Armada
45620,37000629,Type: Convoy,Paper Armada
45621,37000629,Angle: Tilted left,Paper Armada
45622,37000629,Palette: Eventide,Paper Armada
45623,37000629,Base color: White,Paper Armada
45624,37000629,Unit shape: Ship,Paper Armada
45625,37000629,Coordination: Good,Paper Armada
45626,37000629,Coloring strategy: Group,Paper Armada
45627,37000630,All Paper Armadas,Paper Armada
45628,37000630,Type: Trooper,Paper Armada
45629,37000630,Angle: Tilted left,Paper Armada
45630,37000630,Width: 16,Paper Armada
45631,37000630,Height: 22,Paper Armada
45632,37000630,Palette: Tropico,Paper Armada
45633,37000630,Base color: Black,Paper Armada
45634,37000630,Unit shape: Ship,Paper Armada
45635,37000630,Coordination: Bad,Paper Armada
45636,37000630,Coloring strategy: Group,Paper Armada
45637,37000631,All Paper Armadas,Paper Armada
45638,37000631,Type: Trooper,Paper Armada
45639,37000631,Angle: Tilted right,Paper Armada
45640,37000631,Width: 14,Paper Armada
45641,37000631,Height: 18,Paper Armada
45642,37000631,Palette: Paddle,Paper Armada
45643,37000631,Base color: Black,Paper Armada
45644,37000631,Unit shape: Ship,Paper Armada
45645,37000631,Coordination: Bad,Paper Armada
45646,37000631,Coloring strategy: Random,Paper Armada
45647,37000632,All Paper Armadas,Paper Armada
45648,37000632,Type: Trooper,Paper Armada
45649,37000632,Angle: Tilted left,Paper Armada
45650,37000632,Width: 14,Paper Armada
45651,37000632,Height: 16,Paper Armada
45652,37000632,Palette: Tropico,Paper Armada
45653,37000632,Base color: White,Paper Armada
45654,37000632,Unit shape: Ship,Paper Armada
45655,37000632,Coordination: Bad,Paper Armada
45656,37000632,Coloring strategy: Group,Paper Armada
45657,37000633,All Paper Armadas,Paper Armada
45658,37000633,Type: Carrier,Paper Armada
45659,37000633,Angle: Tilted left,Paper Armada
45660,37000633,Palette: Main Course,Paper Armada
45661,37000633,Crew size: 2,Paper Armada
45662,37000633,Base color: White,Paper Armada
45663,37000633,Unit shape: Ship,Paper Armada
45664,37000633,Coordination: Good,Paper Armada
45665,37000633,Coloring strategy: Random,Paper Armada
45666,37000634,All Paper Armadas,Paper Armada
45667,37000634,Type: Trooper,Paper Armada
45668,37000634,Angle: Tilted right,Paper Armada
45669,37000634,Width: 12,Paper Armada
45670,37000634,Height: 22,Paper Armada
45671,37000634,Palette: Slapdash,Paper Armada
45672,37000634,Base color: White,Paper Armada
45673,37000634,Unit shape: Ship,Paper Armada
45674,37000634,Coordination: Bad,Paper Armada
45675,37000634,Coloring strategy: Random,Paper Armada
45676,37000635,All Paper Armadas,Paper Armada
45677,37000635,Type: Trooper,Paper Armada
45678,37000635,Angle: Tilted right,Paper Armada
45679,37000635,Width: 12,Paper Armada
45680,37000635,Height: 16,Paper Armada
45681,37000635,Palette: Mysore,Paper Armada
45682,37000635,Base color: White,Paper Armada
45683,37000635,Unit shape: Ship,Paper Armada
45684,37000635,Coordination: Bad,Paper Armada
45685,37000635,Coloring strategy: Group,Paper Armada
45686,37000636,All Paper Armadas,Paper Armada
45687,37000636,Type: Trooper,Paper Armada
45688,37000636,Angle: Tilted right,Paper Armada
45689,37000636,Width: 14,Paper Armada
45690,37000636,Height: 18,Paper Armada
45691,37000636,Palette: Paddle,Paper Armada
45692,37000636,Base color: White,Paper Armada
45693,37000636,Unit shape: Ship,Paper Armada
45694,37000636,Coordination: Bad,Paper Armada
45695,37000636,Coloring strategy: Group,Paper Armada
45696,37000637,All Paper Armadas,Paper Armada
45697,37000637,Type: Convoy,Paper Armada
45698,37000637,Angle: Tilted right,Paper Armada
45699,37000637,Palette: Jupiter,Paper Armada
45700,37000637,Base color: White,Paper Armada
45701,37000637,Unit shape: Ship,Paper Armada
45702,37000637,Coordination: Good,Paper Armada
45703,37000637,Coloring strategy: Random,Paper Armada
45704,37000638,All Paper Armadas,Paper Armada
45705,37000638,Type: Trooper,Paper Armada
45706,37000638,Angle: Tilted left,Paper Armada
45707,37000638,Width: 16,Paper Armada
45708,37000638,Height: 22,Paper Armada
45709,37000638,Palette: Nightlife,Paper Armada
45710,37000638,Base color: Black,Paper Armada
45711,37000638,Unit shape: Ship,Paper Armada
45712,37000638,Coordination: Bad,Paper Armada
45713,37000638,Coloring strategy: Group,Paper Armada
45714,37000639,All Paper Armadas,Paper Armada
45715,37000639,Type: Carrier,Paper Armada
45716,37000639,Angle: Tilted left,Paper Armada
45717,37000639,Palette: Magic Hour,Paper Armada
45718,37000639,Crew size: 3,Paper Armada
45719,37000639,Base color: White,Paper Armada
45720,37000639,Unit shape: Ship,Paper Armada
45721,37000639,Coordination: Bad,Paper Armada
45722,37000639,Coloring strategy: Random,Paper Armada
45723,37000640,All Paper Armadas,Paper Armada
45724,37000640,Type: Convoy,Paper Armada
45725,37000640,Angle: Tilted left,Paper Armada
45726,37000640,Palette: Slapdash,Paper Armada
45727,37000640,Base color: White,Paper Armada
45728,37000640,Unit shape: Ship,Paper Armada
45729,37000640,Coordination: Good,Paper Armada
45730,37000640,Coloring strategy: Main,Paper Armada
45731,37000641,All Paper Armadas,Paper Armada
45732,37000641,Type: Cruiser,Paper Armada
45733,37000641,Angle: Tilted right,Paper Armada
45734,37000641,Palette: Paddle,Paper Armada
45735,37000641,Crew size: 3,Paper Armada
45736,37000641,Base color: White,Paper Armada
45737,37000641,Unit shape: Ship,Paper Armada
45738,37000641,Coordination: Good,Paper Armada
45739,37000641,Coloring strategy: Group,Paper Armada
45740,37000642,All Paper Armadas,Paper Armada
45741,37000642,Type: Cruiser,Paper Armada
45742,37000642,Angle: Tilted left,Paper Armada
45743,37000642,Palette: Paddle,Paper Armada
45744,37000642,Crew size: 3,Paper Armada
45745,37000642,Base color: White,Paper Armada
45746,37000642,Unit shape: Ship,Paper Armada
45747,37000642,Coordination: Good,Paper Armada
45748,37000642,Coloring strategy: Random,Paper Armada
45749,37000643,All Paper Armadas,Paper Armada
45750,37000643,Type: Cruiser,Paper Armada
45751,37000643,Angle: Tilted left,Paper Armada
45752,37000643,Palette: Ducci,Paper Armada
45753,37000643,Crew size: 2,Paper Armada
45754,37000643,Base color: Black,Paper Armada
45755,37000643,Unit shape: Ship,Paper Armada
45756,37000643,Coordination: Good,Paper Armada
45757,37000643,Coloring strategy: Group,Paper Armada
45758,37000644,All Paper Armadas,Paper Armada
45759,37000644,Type: Convoy,Paper Armada
45760,37000644,Angle: Rotated right,Paper Armada
45761,37000644,Palette: Ducci,Paper Armada
45762,37000644,Base color: White,Paper Armada
45763,37000644,Unit shape: Ship,Paper Armada
45764,37000644,Coordination: Good,Paper Armada
45765,37000644,Coloring strategy: Main,Paper Armada
45766,37000645,All Paper Armadas,Paper Armada
45767,37000645,Type: Trooper,Paper Armada
45768,37000645,Angle: Tilted left,Paper Armada
45769,37000645,Width: 14,Paper Armada
45770,37000645,Height: 20,Paper Armada
45771,37000645,Palette: Giftcard,Paper Armada
45772,37000645,Base color: Black,Paper Armada
45773,37000645,Unit shape: Ship,Paper Armada
45774,37000645,Coordination: Bad,Paper Armada
45775,37000645,Coloring strategy: Group,Paper Armada
45776,37000646,All Paper Armadas,Paper Armada
45777,37000646,Type: Convoy,Paper Armada
45778,37000646,Angle: Rotated left,Paper Armada
45779,37000646,Palette: Eventide,Paper Armada
45780,37000646,Base color: White,Paper Armada
45781,37000646,Unit shape: Ship,Paper Armada
45782,37000646,Coordination: Good,Paper Armada
45783,37000646,Coloring strategy: Group,Paper Armada
45784,37000647,All Paper Armadas,Paper Armada
45785,37000647,Type: Trooper,Paper Armada
45786,37000647,Angle: Tilted left,Paper Armada
45787,37000647,Width: 16,Paper Armada
45788,37000647,Height: 20,Paper Armada
45789,37000647,Palette: Nowak,Paper Armada
45790,37000647,Base color: White,Paper Armada
45791,37000647,Unit shape: Ship,Paper Armada
45792,37000647,Coordination: Bad,Paper Armada
45793,37000647,Coloring strategy: Group,Paper Armada
45794,37000648,All Paper Armadas,Paper Armada
45795,37000648,Type: Trooper,Paper Armada
45796,37000648,Angle: Tilted right,Paper Armada
45797,37000648,Width: 16,Paper Armada
45798,37000648,Height: 20,Paper Armada
45799,37000648,Palette: Eventide,Paper Armada
45800,37000648,Base color: White,Paper Armada
45801,37000648,Unit shape: Ship,Paper Armada
45802,37000648,Coordination: Good,Paper Armada
45803,37000648,Coloring strategy: Main,Paper Armada
45804,37000649,All Paper Armadas,Paper Armada
45805,37000649,Type: Carrier,Paper Armada
45806,37000649,Angle: Tilted left,Paper Armada
45807,37000649,Palette: Dayspring,Paper Armada
45808,37000649,Crew size: 3,Paper Armada
45809,37000649,Base color: White,Paper Armada
45810,37000649,Unit shape: Ship,Paper Armada
45811,37000649,Coordination: Good,Paper Armada
45812,37000649,Coloring strategy: Group,Paper Armada
45813,37000650,All Paper Armadas,Paper Armada
45814,37000650,Type: Convoy,Paper Armada
45815,37000650,Angle: Tilted left,Paper Armada
45816,37000650,Palette: Overgrown,Paper Armada
45817,37000650,Base color: White,Paper Armada
45818,37000650,Unit shape: Ship,Paper Armada
45819,37000650,Coordination: Good,Paper Armada
45820,37000650,Coloring strategy: Group,Paper Armada
45821,37000651,All Paper Armadas,Paper Armada
45822,37000651,Type: Trooper,Paper Armada
45823,37000651,Angle: Tilted right,Paper Armada
45824,37000651,Width: 14,Paper Armada
45825,37000651,Height: 16,Paper Armada
45826,37000651,Palette: Spider King,Paper Armada
45827,37000651,Base color: White,Paper Armada
45828,37000651,Unit shape: Satelite,Paper Armada
45829,37000651,Coordination: Bad,Paper Armada
45830,37000651,Coloring strategy: Group,Paper Armada
45831,37000652,All Paper Armadas,Paper Armada
45832,37000652,Type: Trooper,Paper Armada
45833,37000652,Angle: Rotated left,Paper Armada
45834,37000652,Width: 14,Paper Armada
45835,37000652,Height: 16,Paper Armada
45836,37000652,Palette: Nightlife,Paper Armada
45837,37000652,Base color: White,Paper Armada
45838,37000652,Unit shape: Ship,Paper Armada
45839,37000652,Coordination: Bad,Paper Armada
45840,37000652,Coloring strategy: Group,Paper Armada
45841,37000653,All Paper Armadas,Paper Armada
45842,37000653,Type: Trooper,Paper Armada
45843,37000653,Angle: Tilted right,Paper Armada
45844,37000653,Width: 12,Paper Armada
45845,37000653,Height: 22,Paper Armada
45846,37000653,Palette: Gold Rush,Paper Armada
45847,37000653,Base color: White,Paper Armada
45848,37000653,Unit shape: Ship,Paper Armada
45849,37000653,Coordination: Bad,Paper Armada
45850,37000653,Coloring strategy: Main,Paper Armada
45851,37000654,All Paper Armadas,Paper Armada
45852,37000654,Type: Trooper,Paper Armada
45853,37000654,Angle: Tilted left,Paper Armada
45854,37000654,Width: 14,Paper Armada
45855,37000654,Height: 20,Paper Armada
45856,37000654,Palette: Nightlife,Paper Armada
45857,37000654,Base color: White,Paper Armada
45858,37000654,Unit shape: Ship,Paper Armada
45859,37000654,Coordination: Bad,Paper Armada
45860,37000654,Coloring strategy: Random,Paper Armada
45861,37000655,All Paper Armadas,Paper Armada
45862,37000655,Type: Trooper,Paper Armada
45863,37000655,Angle: Tilted left,Paper Armada
45864,37000655,Width: 16,Paper Armada
45865,37000655,Height: 18,Paper Armada
45866,37000655,Palette: Gold Rush,Paper Armada
45867,37000655,Base color: Black,Paper Armada
45868,37000655,Unit shape: Ship,Paper Armada
45869,37000655,Coordination: Bad,Paper Armada
45870,37000655,Coloring strategy: Group,Paper Armada
45871,37000656,All Paper Armadas,Paper Armada
45872,37000656,Type: Convoy,Paper Armada
45873,37000656,Angle: Tilted left,Paper Armada
45874,37000656,Palette: Delphi,Paper Armada
45875,37000656,Base color: White,Paper Armada
45876,37000656,Unit shape: Ship,Paper Armada
45877,37000656,Coordination: Good,Paper Armada
45878,37000656,Coloring strategy: Group,Paper Armada
45879,37000657,All Paper Armadas,Paper Armada
45880,37000657,Type: Trooper,Paper Armada
45881,37000657,Angle: Tilted right,Paper Armada
45882,37000657,Width: 14,Paper Armada
45883,37000657,Height: 18,Paper Armada
45884,37000657,Palette: Giftcard,Paper Armada
45885,37000657,Base color: White,Paper Armada
45886,37000657,Unit shape: Ship,Paper Armada
45887,37000657,Coordination: Bad,Paper Armada
45888,37000657,Coloring strategy: Group,Paper Armada
45889,37000658,All Paper Armadas,Paper Armada
45890,37000658,Type: Trooper,Paper Armada
45891,37000658,Angle: Tilted right,Paper Armada
45892,37000658,Width: 14,Paper Armada
45893,37000658,Height: 22,Paper Armada
45894,37000658,Palette: Mono,Paper Armada
45895,37000658,Base color: White,Paper Armada
45896,37000658,Unit shape: Ship,Paper Armada
45897,37000658,Coordination: Bad,Paper Armada
45898,37000658,Coloring strategy: Group,Paper Armada
45899,37000659,All Paper Armadas,Paper Armada
45900,37000659,Type: Mothership,Paper Armada
45901,37000659,Angle: Tilted left,Paper Armada
45902,37000659,Palette: Slapdash,Paper Armada
45903,37000659,Base color: White,Paper Armada
45904,37000659,Unit shape: Ship,Paper Armada
45905,37000659,Coloring strategy: Main,Paper Armada
45906,37000660,All Paper Armadas,Paper Armada
45907,37000660,Type: Trooper,Paper Armada
45908,37000660,Angle: Tilted right,Paper Armada
45909,37000660,Width: 16,Paper Armada
45910,37000660,Height: 20,Paper Armada
45911,37000660,Palette: Verena,Paper Armada
45912,37000660,Base color: White,Paper Armada
45913,37000660,Unit shape: Ship,Paper Armada
45914,37000660,Coordination: Bad,Paper Armada
45915,37000660,Coloring strategy: Single,Paper Armada
45916,37000661,All Paper Armadas,Paper Armada
45917,37000661,Type: Trooper,Paper Armada
45918,37000661,Angle: Tilted left,Paper Armada
45919,37000661,Width: 12,Paper Armada
45920,37000661,Height: 22,Paper Armada
45921,37000661,Palette: Paddle,Paper Armada
45922,37000661,Base color: Black,Paper Armada
45923,37000661,Unit shape: Ship,Paper Armada
45924,37000661,Coordination: Bad,Paper Armada
45925,37000661,Coloring strategy: Random,Paper Armada
45926,37000662,All Paper Armadas,Paper Armada
45927,37000662,Type: Trooper,Paper Armada
45928,37000662,Angle: Rotated right,Paper Armada
45929,37000662,Width: 12,Paper Armada
45930,37000662,Height: 20,Paper Armada
45931,37000662,Palette: Tropico,Paper Armada
45932,37000662,Base color: White,Paper Armada
45933,37000662,Unit shape: Ship,Paper Armada
45934,37000662,Coordination: Bad,Paper Armada
45935,37000662,Coloring strategy: Main,Paper Armada
45936,37000663,All Paper Armadas,Paper Armada
45937,37000663,Type: Trooper,Paper Armada
45938,37000663,Angle: Tilted left,Paper Armada
45939,37000663,Width: 16,Paper Armada
45940,37000663,Height: 22,Paper Armada
45941,37000663,Palette: Nowak,Paper Armada
45942,37000663,Base color: White,Paper Armada
45943,37000663,Unit shape: Ship,Paper Armada
45944,37000663,Coordination: Bad,Paper Armada
45945,37000663,Coloring strategy: Group,Paper Armada
45946,37000664,All Paper Armadas,Paper Armada
45947,37000664,Type: Trooper,Paper Armada
45948,37000664,Angle: Rotated left,Paper Armada
45949,37000664,Width: 14,Paper Armada
45950,37000664,Height: 22,Paper Armada
45951,37000664,Palette: Woodwork,Paper Armada
45952,37000664,Base color: White,Paper Armada
45953,37000664,Unit shape: Ship,Paper Armada
45954,37000664,Coordination: Bad,Paper Armada
45955,37000664,Coloring strategy: Random,Paper Armada
45956,37000665,All Paper Armadas,Paper Armada
45957,37000665,Type: Convoy,Paper Armada
45958,37000665,Angle: Straight,Paper Armada
45959,37000665,Palette: Hotspot,Paper Armada
45960,37000665,Base color: White,Paper Armada
45961,37000665,Unit shape: Ship,Paper Armada
45962,37000665,Coordination: Good,Paper Armada
45963,37000665,Coloring strategy: Group,Paper Armada
45964,37000666,All Paper Armadas,Paper Armada
45965,37000666,Type: Carrier,Paper Armada
45966,37000666,Angle: Tilted left,Paper Armada
45967,37000666,Palette: Eventide,Paper Armada
45968,37000666,Crew size: 2,Paper Armada
45969,37000666,Base color: White,Paper Armada
45970,37000666,Unit shape: Ship,Paper Armada
45971,37000666,Coordination: Good,Paper Armada
45972,37000666,Coloring strategy: Group,Paper Armada
45973,37000667,All Paper Armadas,Paper Armada
45974,37000667,Type: Trooper,Paper Armada
45975,37000667,Angle: Tilted left,Paper Armada
45976,37000667,Width: 14,Paper Armada
45977,37000667,Height: 16,Paper Armada
45978,37000667,Palette: Gold Rush,Paper Armada
45979,37000667,Base color: White,Paper Armada
45980,37000667,Unit shape: Ship,Paper Armada
45981,37000667,Coordination: Bad,Paper Armada
45982,37000667,Coloring strategy: Group,Paper Armada
45983,37000668,All Paper Armadas,Paper Armada
45984,37000668,Type: Trooper,Paper Armada
45985,37000668,Angle: Tilted left,Paper Armada
45986,37000668,Width: 16,Paper Armada
45987,37000668,Height: 16,Paper Armada
45988,37000668,Palette: Woodwork,Paper Armada
45989,37000668,Base color: White,Paper Armada
45990,37000668,Unit shape: Ship,Paper Armada
45991,37000668,Coordination: Bad,Paper Armada
45992,37000668,Coloring strategy: Group,Paper Armada
45993,37000669,All Paper Armadas,Paper Armada
45994,37000669,Type: Trooper,Paper Armada
45995,37000669,Angle: Tilted left,Paper Armada
45996,37000669,Width: 14,Paper Armada
45997,37000669,Height: 20,Paper Armada
45998,37000669,Palette: Gold Rush,Paper Armada
45999,37000669,Base color: Black,Paper Armada
46000,37000669,Unit shape: Ship,Paper Armada
46001,37000669,Coordination: Bad,Paper Armada
46002,37000669,Coloring strategy: Group,Paper Armada
46003,37000670,All Paper Armadas,Paper Armada
46004,37000670,Type: Trooper,Paper Armada
46005,37000670,Angle: Tilted right,Paper Armada
46006,37000670,Width: 14,Paper Armada
46007,37000670,Height: 20,Paper Armada
46008,37000670,Palette: Revolucion,Paper Armada
46009,37000670,Base color: Black,Paper Armada
46010,37000670,Unit shape: Ship,Paper Armada
46011,37000670,Coordination: Bad,Paper Armada
46012,37000670,Coloring strategy: Group,Paper Armada
46013,37000671,All Paper Armadas,Paper Armada
46014,37000671,Type: Trooper,Paper Armada
46015,37000671,Angle: Rotated left,Paper Armada
46016,37000671,Width: 16,Paper Armada
46017,37000671,Height: 18,Paper Armada
46018,37000671,Palette: Nightlife,Paper Armada
46019,37000671,Base color: White,Paper Armada
46020,37000671,Unit shape: Ship,Paper Armada
46021,37000671,Coordination: Bad,Paper Armada
46022,37000671,Coloring strategy: Group,Paper Armada
46023,37000672,All Paper Armadas,Paper Armada
46024,37000672,Type: Trooper,Paper Armada
46025,37000672,Angle: Tilted left,Paper Armada
46026,37000672,Width: 14,Paper Armada
46027,37000672,Height: 20,Paper Armada
46028,37000672,Palette: Mono,Paper Armada
46029,37000672,Base color: White,Paper Armada
46030,37000672,Unit shape: Ship,Paper Armada
46031,37000672,Coordination: Bad,Paper Armada
46032,37000672,Coloring strategy: Group,Paper Armada
46033,37000673,All Paper Armadas,Paper Armada
46034,37000673,Type: Trooper,Paper Armada
46035,37000673,Angle: Tilted left,Paper Armada
46036,37000673,Width: 14,Paper Armada
46037,37000673,Height: 22,Paper Armada
46038,37000673,Palette: Woodwork,Paper Armada
46039,37000673,Base color: White,Paper Armada
46040,37000673,Unit shape: Ship,Paper Armada
46041,37000673,Coordination: Bad,Paper Armada
46042,37000673,Coloring strategy: Group,Paper Armada
46043,37000674,All Paper Armadas,Paper Armada
46044,37000674,Type: Trooper,Paper Armada
46045,37000674,Angle: Tilted left,Paper Armada
46046,37000674,Width: 16,Paper Armada
46047,37000674,Height: 18,Paper Armada
46048,37000674,Palette: Winegum,Paper Armada
46049,37000674,Base color: White,Paper Armada
46050,37000674,Unit shape: Ship,Paper Armada
46051,37000674,Coordination: Bad,Paper Armada
46052,37000674,Coloring strategy: Random,Paper Armada
46053,37000675,All Paper Armadas,Paper Armada
46054,37000675,Type: Swarm,Paper Armada
46055,37000675,Angle: Tilted right,Paper Armada
46056,37000675,Palette: Eventide,Paper Armada
46057,37000675,Base color: White,Paper Armada
46058,37000675,Unit shape: Ship,Paper Armada
46059,37000675,Coordination: Bad,Paper Armada
46060,37000675,Coloring strategy: Group,Paper Armada
46061,37000676,All Paper Armadas,Paper Armada
46062,37000676,Type: Trooper,Paper Armada
46063,37000676,Angle: Tilted left,Paper Armada
46064,37000676,Width: 16,Paper Armada
46065,37000676,Height: 22,Paper Armada
46066,37000676,Palette: Dayspring,Paper Armada
46067,37000676,Base color: White,Paper Armada
46068,37000676,Unit shape: Ship,Paper Armada
46069,37000676,Coordination: Bad,Paper Armada
46070,37000676,Coloring strategy: Random,Paper Armada
46071,37000677,All Paper Armadas,Paper Armada
46072,37000677,Type: Trooper,Paper Armada
46073,37000677,Angle: Tilted left,Paper Armada
46074,37000677,Width: 12,Paper Armada
46075,37000677,Height: 18,Paper Armada
46076,37000677,Palette: Magic Hour,Paper Armada
46077,37000677,Base color: White,Paper Armada
46078,37000677,Unit shape: Ship,Paper Armada
46079,37000677,Coordination: Bad,Paper Armada
46080,37000677,Coloring strategy: Group,Paper Armada
46081,37000678,All Paper Armadas,Paper Armada
46082,37000678,Type: Trooper,Paper Armada
46083,37000678,Angle: Tilted right,Paper Armada
46084,37000678,Width: 14,Paper Armada
46085,37000678,Height: 18,Paper Armada
46086,37000678,Palette: Mysore,Paper Armada
46087,37000678,Base color: White,Paper Armada
46088,37000678,Unit shape: Ship,Paper Armada
46089,37000678,Coordination: Bad,Paper Armada
46090,37000678,Coloring strategy: Random,Paper Armada
46091,37000679,All Paper Armadas,Paper Armada
46092,37000679,Type: Carrier,Paper Armada
46093,37000679,Angle: Straight,Paper Armada
46094,37000679,Palette: Hotspot,Paper Armada
46095,37000679,Crew size: 2,Paper Armada
46096,37000679,Base color: White,Paper Armada
46097,37000679,Unit shape: Ship,Paper Armada
46098,37000679,Coordination: Good,Paper Armada
46099,37000679,Coloring strategy: Group,Paper Armada
46100,37000680,All Paper Armadas,Paper Armada
46101,37000680,Type: Trooper,Paper Armada
46102,37000680,Angle: Rotated left,Paper Armada
46103,37000680,Width: 16,Paper Armada
46104,37000680,Height: 20,Paper Armada
46105,37000680,Palette: Dayspring,Paper Armada
46106,37000680,Base color: White,Paper Armada
46107,37000680,Unit shape: Ship,Paper Armada
46108,37000680,Coordination: Bad,Paper Armada
46109,37000680,Coloring strategy: Group,Paper Armada
46110,37000681,All Paper Armadas,Paper Armada
46111,37000681,Type: Trooper,Paper Armada
46112,37000681,Angle: Tilted left,Paper Armada
46113,37000681,Width: 12,Paper Armada
46114,37000681,Height: 22,Paper Armada
46115,37000681,Palette: Paddle,Paper Armada
46116,37000681,Base color: White,Paper Armada
46117,37000681,Unit shape: Ship,Paper Armada
46118,37000681,Coordination: Bad,Paper Armada
46119,37000681,Coloring strategy: Group,Paper Armada
46120,37000682,All Paper Armadas,Paper Armada
46121,37000682,Type: Convoy,Paper Armada
46122,37000682,Angle: Tilted left,Paper Armada
46123,37000682,Palette: Overgrown,Paper Armada
46124,37000682,Base color: White,Paper Armada
46125,37000682,Unit shape: Ship,Paper Armada
46126,37000682,Coordination: Good,Paper Armada
46127,37000682,Coloring strategy: Group,Paper Armada
46128,37000683,All Paper Armadas,Paper Armada
46129,37000683,Type: Carrier,Paper Armada
46130,37000683,Angle: Tilted left,Paper Armada
46131,37000683,Palette: Eventide,Paper Armada
46132,37000683,Crew size: 3,Paper Armada
46133,37000683,Base color: White,Paper Armada
46134,37000683,Unit shape: Ship,Paper Armada
46135,37000683,Coordination: Good,Paper Armada
46136,37000683,Coloring strategy: Group,Paper Armada
46137,37000684,All Paper Armadas,Paper Armada
46138,37000684,Type: Trooper,Paper Armada
46139,37000684,Angle: Tilted left,Paper Armada
46140,37000684,Width: 16,Paper Armada
46141,37000684,Height: 16,Paper Armada
46142,37000684,Palette: Jupiter,Paper Armada
46143,37000684,Base color: Black,Paper Armada
46144,37000684,Unit shape: Ship,Paper Armada
46145,37000684,Coordination: Bad,Paper Armada
46146,37000684,Coloring strategy: Random,Paper Armada
46147,37000685,All Paper Armadas,Paper Armada
46148,37000685,Type: Trooper,Paper Armada
46149,37000685,Angle: Tilted left,Paper Armada
46150,37000685,Width: 14,Paper Armada
46151,37000685,Height: 16,Paper Armada
46152,37000685,Palette: Delphi,Paper Armada
46153,37000685,Base color: White,Paper Armada
46154,37000685,Unit shape: Ship,Paper Armada
46155,37000685,Coordination: Bad,Paper Armada
46156,37000685,Coloring strategy: Group,Paper Armada
46157,37000686,All Paper Armadas,Paper Armada
46158,37000686,Type: Convoy,Paper Armada
46159,37000686,Angle: Tilted right,Paper Armada
46160,37000686,Palette: Eventide,Paper Armada
46161,37000686,Base color: Black,Paper Armada
46162,37000686,Unit shape: Ship,Paper Armada
